ticker,year,start_date,end_date,n_price_days,n_return_days,start_price,end_price,total_return,annualized_return,annualized_volatility,sharpe_ratio
XLP,2017,2017-01-03,2017-12-29,251,251,40.9449,46.0517,0.124723714064511,0.12434719288445739,0.08277914829204143,0.8981391379162728
XLP,2018,2018-01-02,2018-12-31,251,251,45.8572,42.4703,-0.07385754036443559,-0.0701317356179417,0.14927274299600532,-0.8047801172994894
XLP,2019,2019-01-02,2019-12-31,252,252,41.7358,54.1771,0.29809659812439215,0.2504582714360042,0.1175187485506068,1.7057556679960846
XLP,2020,2020-01-02,2020-12-31,253,253,53.6625,59.2028,0.10324341952014904,0.1228998103241169,0.2622284696333886,0.2780011278944475
XLP,2021,2021-01-04,2021-12-31,252,252,58.3964,68.8667,0.1792970114596104,0.1582188593636017,0.11829291095030241,0.914838078581623
XLP,2022,2022-01-03,2022-12-30,251,251,69.0632,68.291,-0.011181063142165382,0.008143579608777249,0.18179450832479951,-0.23024029040767732
XLP,2023,2023-01-03,2023-12-29,250,250,68.0345,67.7325,-0.0044389243692537494,-0.0015287057398722405,0.11637026059865677,-0.442799607690034
XLP,2024,2024-01-02,2024-12-31,252,252,68.5506,75.9688,0.10821495362549705,0.12002423912115578,0.10264287818056148,0.6822123498717029
XLP,2025,2025-01-02,2025-12-31,250,250,75.7658,77.75,0.02618859696591347,0.033679319306352304,0.14388081656118204,-0.11343194376929117
XLU,2016,2016-01-04,2016-12-30,252,251,15.9739,18.5555,0.1616136322375874,0.16313216771688133,0.1592015460055531,0.7106222932843577
XLU,2017,2017-01-03,2017-12-29,251,251,18.5097,20.8038,0.12394042042820796,0.11966473099948385,0.09827625754728618,0.7088663400309507
XLU,2018,2018-01-02,2018-12-31,251,251,20.5866,21.6265,0.0505134407818677,0.050766029436555456,0.15376111199567294,0.004981945217572374
XLU,2019,2019-01-02,2019-12-31,252,252,21.1241,27.2795,0.2913922960031434,0.2392480465647261,0.11787150772704438,1.6055453112805573
XLU,2020,2020-01-02,2020-12-31,253,253,26.8835,27.1302,0.009176632506928017,0.061540847956308195,0.36603386864633874,0.03152945381526685
XLU,2021,2021-01-04,2021-12-31,252,252,26.4595,31.6472,0.19606190593170703,0.16564944008533822,0.1524449610049971,0.7586307826963677
XLU,2022,2022-01-03,2022-12-30,251,251,31.3683,32.1901,0.02619842324894872,0.04088760799320214,0.21861614598049942,-0.041682154654810774
XLU,2023,2023-01-03,2023-12-29,250,250,32.1217,29.8802,-0.06978148728118372,-0.05861647613793416,0.1815736964497628,-0.5981949933369661
XLU,2024,2024-01-02,2024-12-31,252,252,30.3184,36.9249,0.2179039791017996,0.22423671615501795,0.15813802656980117,1.101801508052277
XLU,2025,2025-01-02,2025-12-31,250,250,37.1388,42.73,0.15054875224832243,0.16238909853172837,0.17467808603583862,0.6434069726907218
